PosProb 0.5
NegProb 0.5
neg moans 7.931629354960242e-06
neg clearness 7.931629354960242e-06
neg wiped 1.1897444032440363e-05
neg till 9.517955225952291e-05
neg westminster 3.172651741984097e-05
neg overdone 1.1897444032440363e-05
neg belysningen 7.931629354960242e-06
neg overflowing 1.1897444032440363e-05
neg cloth 3.9658146774801215e-05
neg howecer 7.931629354960242e-06
neg please 0.00013880351371180425
neg latch 1.5863258709920485e-05
neg celebrating 1.5863258709920485e-05
neg sandwich 4.7589776129761454e-05
neg conjoining 7.931629354960242e-06
neg assistance 2.776070274236085e-05
neg gm 7.931629354960242e-06
neg reach 0.00011500862564692352
neg desperate 2.3794888064880727e-05
neg vacate 7.931629354960242e-06
neg dump 7.931629354960242e-06
neg decoration 5.55214054847217e-05
neg showers 8.328210822708255e-05
neg released 1.9829073387400607e-05
neg prepare 1.5863258709920485e-05
neg stressful 3.5692332097321095e-05
neg payment 0.00017846166048660547
neg particulalry 7.931629354960242e-06
neg upstairs 6.345303483968194e-05
neg iwas 7.931629354960242e-06
neg small 0.009077749796751997
neg vile 1.1897444032440363e-05
neg belgio 7.931629354960242e-06
neg pictured 7.931629354960242e-06
neg profit 7.931629354960242e-06
neg alternatives 2.776070274236085e-05
neg plumbing 8.724792290456267e-05
neg previously 6.741884951716206e-05
neg depart 7.931629354960242e-06
neg chartier 7.931629354960242e-06
neg circuit 7.931629354960242e-06
neg madeleine 7.931629354960242e-06
neg balcony 0.00010311118161448316
neg sounds 6.741884951716206e-05
neg dripping 4.7589776129761454e-05
neg enjoy 8.328210822708255e-05
neg rail 7.535047887212231e-05
neg stops 2.776070274236085e-05
neg fluke 7.931629354960242e-06
neg include 6.741884951716206e-05
neg september 1.1897444032440363e-05
neg fan 0.00019829073387400608
neg digging 7.931629354960242e-06
neg nor 8.328210822708255e-05
neg trouser 1.1897444032440363e-05
neg cable 1.9829073387400607e-05
neg convincing 1.5863258709920485e-05
neg amputate 7.931629354960242e-06
neg winters 7.931629354960242e-06
neg tempus 7.931629354960242e-06
neg phone 0.0004283079851678531
neg helping 4.3623961452281334e-05
neg intimately 7.931629354960242e-06
neg fluency 7.931629354960242e-06
neg intermittent 1.1897444032440363e-05
neg accomodate 7.931629354960242e-06
neg sideways 3.172651741984097e-05
neg inprofessional 7.931629354960242e-06
neg mother 2.776070274236085e-05
neg overcrowded 3.172651741984097e-05
neg kensington 1.5863258709920485e-05
neg slightest 1.1897444032440363e-05
neg overnight 7.931629354960243e-05
neg kidney 7.931629354960242e-06
neg e 0.00015070095774424462
neg barking 7.931629354960242e-06
neg slumber 7.931629354960242e-06
neg unauthorised 1.1897444032440363e-05
neg dislike 0.00012690606967936388
neg famous 2.776070274236085e-05
neg telephone 2.3794888064880727e-05
neg hers 7.931629354960242e-06
neg rebooting 7.931629354960242e-06
neg emailed 4.7589776129761454e-05
neg achieve 7.931629354960242e-06
neg mitigate 7.931629354960242e-06
neg hubbs 7.931629354960242e-06
neg could 0.003410600622632904
neg departments 1.1897444032440363e-05
neg couch 3.9658146774801215e-05
neg underwhelmed 7.931629354960242e-06
neg devices 7.931629354960242e-06
neg confortabl 7.931629354960242e-06
neg per 0.00032123098887588985
neg boxy 7.931629354960242e-06
neg incl 1.1897444032440363e-05
neg completed 4.3623961452281334e-05
neg fint 7.931629354960242e-06
neg kitten 7.931629354960242e-06
neg drainage 2.776070274236085e-05
neg cameras 7.931629354960242e-06
neg dower 7.931629354960242e-06
neg boring 3.9658146774801215e-05
neg manque 7.931629354960242e-06
neg use 0.0009993852987249905
neg inwards 1.9829073387400607e-05
neg gushed 7.931629354960242e-06
neg compatible 1.5863258709920485e-05
neg fibre 7.931629354960242e-06
neg paintwork 1.5863258709920485e-05
neg proved 1.5863258709920485e-05
neg sonstruction 7.931629354960242e-06
neg ushered 7.931629354960242e-06
neg drill 1.5863258709920485e-05
neg professionalism 7.931629354960242e-06
neg reduced 4.3623961452281334e-05
neg lying 3.172651741984097e-05
neg boyfriend 2.776070274236085e-05
neg insolation 1.1897444032440363e-05
neg oure 7.931629354960242e-06
neg mode 1.5863258709920485e-05
neg heavy 8.724792290456267e-05
neg historical 1.1897444032440363e-05
neg dimensions 1.1897444032440363e-05
neg tobacco 1.1897444032440363e-05
neg drawing 7.931629354960242e-06
neg b 7.931629354960243e-05
neg furthermore 1.1897444032440363e-05
neg ungenerous 7.931629354960242e-06
neg availability 3.5692332097321095e-05
neg relocating 7.931629354960242e-06
neg eurostar 7.931629354960242e-06
neg matresses 7.931629354960242e-06
neg treet 7.931629354960242e-06
neg crouded 7.931629354960242e-06
neg designated 1.1897444032440363e-05
neg refrigeration 7.931629354960242e-06
neg storing 1.5863258709920485e-05
neg chrome 1.1897444032440363e-05
neg cosy 2.776070274236085e-05
neg sensible 7.931629354960242e-06
neg doubted 7.931629354960242e-06
neg attentive 4.3623961452281334e-05
neg featured 1.5863258709920485e-05
neg italiano 7.931629354960242e-06
neg depressed 7.931629354960242e-06
neg throughly 7.931629354960242e-06
neg ending 1.1897444032440363e-05
neg icing 7.931629354960242e-06
neg stereotypical 7.931629354960242e-06
neg hights 1.1897444032440363e-05
neg titanic 7.931629354960242e-06
neg unapproachable 7.931629354960242e-06
neg ways 7.931629354960242e-06
neg turned 0.000261743768713688
neg surgical 7.931629354960242e-06
neg overall 0.0003172651741984097
neg photography 7.931629354960242e-06
neg persistence 7.931629354960242e-06
neg potato 1.1897444032440363e-05
neg inhouse 1.1897444032440363e-05
neg key 0.00024588051000376754
neg bird 1.1897444032440363e-05
neg thrown 4.3623961452281334e-05
neg noticeably 7.931629354960242e-06
neg lines 2.3794888064880727e-05
neg calling 5.55214054847217e-05
neg supreme 7.931629354960242e-06
neg slamming 3.5692332097321095e-05
neg landing 1.1897444032440363e-05
neg pots 1.1897444032440363e-05
neg asthma 1.5863258709920485e-05
neg meticulously 7.931629354960242e-06
neg mozzarella 7.931629354960242e-06
neg sbsolutely 7.931629354960242e-06
neg beyond 4.7589776129761454e-05
neg while 0.0004640003172651742
neg shard 2.3794888064880727e-05
neg waters 1.1897444032440363e-05
neg bridge 4.3623961452281334e-05
neg mitre 7.931629354960242e-06
neg surroudings 7.931629354960242e-06
neg impressed 4.7589776129761454e-05
neg imitations 7.931629354960242e-06
neg unfortunatley 1.9829073387400607e-05
neg edged 7.931629354960242e-06
neg shaving 2.3794888064880727e-05
neg operative 7.931629354960242e-06
neg kindly 1.5863258709920485e-05
neg committed 7.931629354960242e-06
neg population 7.931629354960242e-06
neg courtyard 9.914536693700304e-05
neg economically 7.931629354960242e-06
neg french 3.5692332097321095e-05
neg smelt 8.724792290456267e-05
neg sq 7.931629354960242e-06
neg proice 7.931629354960242e-06
neg wan 7.931629354960242e-06
neg family 0.00033709424758581033
neg glamorous 7.931629354960242e-06
neg reroute 7.931629354960242e-06
neg memory 1.5863258709920485e-05
neg renovations 0.00011500862564692352
neg terminal 7.931629354960242e-06
neg backs 1.5863258709920485e-05
neg theater 7.931629354960242e-06
neg coarse 7.931629354960242e-06
neg nearby 0.00023398306597132717
neg bite 7.931629354960242e-06
neg pads 1.5863258709920485e-05
neg off 0.0010668041482421527
neg response 9.517955225952291e-05
neg home 9.914536693700304e-05
neg spurious 7.931629354960242e-06
neg grateful 1.1897444032440363e-05
neg apparent 7.931629354960242e-06
neg mayfair 1.1897444032440363e-05
neg cope 4.3623961452281334e-05
neg drying 1.5863258709920485e-05
neg cleansiness 7.931629354960242e-06
neg agree 1.5863258709920485e-05
neg footage 7.931629354960242e-06
neg get 0.0021653348139041464
neg hairs 6.741884951716206e-05
neg walkpath 7.931629354960242e-06
neg foh 7.931629354960242e-06
neg flies 1.1897444032440363e-05
neg condensation 1.1897444032440363e-05
neg dozens 7.931629354960242e-06
neg feelt 7.931629354960242e-06
neg wife 0.00013880351371180425
neg lecture 7.931629354960242e-06
neg flower 1.1897444032440363e-05
neg gaps 1.9829073387400607e-05
neg evidence 3.172651741984097e-05
neg south 3.172651741984097e-05
neg de 3.9658146774801215e-05
neg transportation 1.5863258709920485e-05
neg clinical 1.1897444032440363e-05
neg lesiure 7.931629354960242e-06
neg generator 2.3794888064880727e-05
neg apology 9.121373758204279e-05
neg decaff 1.1897444032440363e-05
neg crooks 7.931629354960242e-06
neg premier 7.138466419464219e-05
neg dble 7.931629354960242e-06
neg uf 7.931629354960242e-06
neg again 0.0009914536693700303
neg insulated 2.776070274236085e-05
neg toaster 1.9829073387400607e-05
neg undertaken 7.931629354960242e-06
neg catered 7.931629354960242e-06
neg input 7.931629354960242e-06
neg didn 0.0028236600503658464
neg lightwell 7.931629354960242e-06
neg circles 7.931629354960242e-06
neg drafty 3.172651741984097e-05
neg responding 7.931629354960242e-06
neg between 0.0003132993595209296
neg however 0.0008447185263032659
neg inheriting 7.931629354960242e-06
neg worked 0.00014276932838928438
neg adam 7.931629354960242e-06
neg appreciated 5.55214054847217e-05
neg undressed 7.931629354960242e-06
neg fantastic 7.535047887212231e-05
neg horrible 0.00014276932838928438
neg habit 1.1897444032440363e-05
neg legal 1.1897444032440363e-05
neg inches 4.7589776129761454e-05
neg appointment 1.1897444032440363e-05
neg invited 7.931629354960242e-06
neg plugged 7.931629354960242e-06
neg unpleasant 0.00011500862564692352
neg mentioned 0.00017053003113164523
neg continue 1.5863258709920485e-05
neg compliments 7.931629354960242e-06
neg offers 2.3794888064880727e-05
neg disgruntled 1.1897444032440363e-05
neg arround 1.1897444032440363e-05
neg blah 1.5863258709920485e-05
neg vtcs 7.931629354960242e-06
neg havebin 7.931629354960242e-06
neg waiter 5.948722016220182e-05
neg furnitures 7.931629354960242e-06
neg promised 8.328210822708255e-05
neg nightclubs 7.931629354960242e-06
neg elephant 1.1897444032440363e-05
neg motors 1.1897444032440363e-05
neg pipeline 7.931629354960242e-06
neg oringinally 7.931629354960242e-06
neg clothes 0.00015466677242172473
neg lame 1.1897444032440363e-05
neg flood 2.3794888064880727e-05
neg approx 5.155559080724158e-05
neg rattling 2.3794888064880727e-05
neg pair 3.9658146774801215e-05
neg undoubtful 7.931629354960242e-06
neg alterations 7.931629354960242e-06
neg separating 1.5863258709920485e-05
neg neighboring 7.931629354960242e-06
neg burgundy 7.931629354960242e-06
neg unclean 3.172651741984097e-05
neg superb 1.5863258709920485e-05
neg provide 0.00015070095774424462
neg posting 1.1897444032440363e-05
neg thick 5.55214054847217e-05
neg shared 3.9658146774801215e-05
neg desmond 7.931629354960242e-06
neg signing 7.931629354960242e-06
neg recliners 7.931629354960242e-06
neg draughts 1.5863258709920485e-05
neg screwdriver 7.931629354960242e-06
neg packed 7.931629354960242e-06
neg jerrys 7.931629354960242e-06
neg denial 7.931629354960242e-06
neg generaly 7.931629354960242e-06
neg management 0.00014276932838928438
neg strained 7.931629354960242e-06
neg device 2.776070274236085e-05
neg freely 7.931629354960242e-06
neg residence 7.931629354960242e-06
neg dollar 7.931629354960242e-06
neg survive 7.931629354960242e-06
neg up 0.002153437369871706
neg doesnt 1.9829073387400607e-05
neg does 0.00019829073387400608
neg compkaints 7.931629354960242e-06
neg extra 0.0007693680474311435
neg fixture 7.931629354960242e-06
neg negatives 2.3794888064880727e-05
neg owed 7.931629354960242e-06
neg undergraund 7.931629354960242e-06
neg sue 7.931629354960242e-06
neg uninformed 7.931629354960242e-06
neg shameful 7.931629354960242e-06
neg dissappointing 7.931629354960242e-06
neg representative 7.931629354960242e-06
neg communicated 1.5863258709920485e-05
neg lounges 1.1897444032440363e-05
neg fulfilment 7.931629354960242e-06
neg impressive 2.776070274236085e-05
neg portrayed 7.931629354960242e-06
neg chains 1.5863258709920485e-05
neg decides 7.931629354960242e-06
neg riskful 7.931629354960242e-06
neg tq 7.931629354960242e-06
neg smelled 0.0001110428109694434
neg scared 2.3794888064880727e-05
neg potential 1.9829073387400607e-05
neg third 7.931629354960243e-05
neg cake 1.9829073387400607e-05
neg reserved 8.328210822708255e-05
neg neighbourhood 3.172651741984097e-05
neg begins 7.931629354960242e-06
neg dual 1.1897444032440363e-05
neg programs 7.931629354960242e-06
neg hurrendows 7.931629354960242e-06
neg wasted 2.3794888064880727e-05
neg increadible 7.931629354960242e-06
neg net 3.5692332097321095e-05
neg ago 4.3623961452281334e-05
neg birthday 0.00010707699629196328
neg pubic 1.5863258709920485e-05
neg notification 1.1897444032440363e-05
neg recompense 7.931629354960242e-06
neg treacherous 7.931629354960242e-06
neg example 3.5692332097321095e-05
neg natish 7.931629354960242e-06
neg recall 1.1897444032440363e-05
neg mum 7.931629354960242e-06
neg restocked 7.931629354960242e-06
neg fixe 7.931629354960242e-06
neg somewhere 0.00013880351371180425
neg huge 0.00015070095774424462
neg clausterphobic 7.931629354960242e-06
neg class 3.5692332097321095e-05
neg cool 0.00019035910451904581
neg path 7.931629354960242e-06
neg road 0.000293470286133529
neg accordingly 7.931629354960242e-06
neg interruptions 7.931629354960242e-06
neg glc 7.931629354960242e-06
neg makers 7.931629354960242e-06
neg queried 1.5863258709920485e-05
neg freshener 1.1897444032440363e-05
neg con 0.0004640003172651742
neg semi 2.3794888064880727e-05
neg remaining 2.3794888064880727e-05
neg voile 7.931629354960242e-06
neg deliveries 1.9829073387400607e-05
neg woman 5.948722016220182e-05
neg anxiety 1.1897444032440363e-05
neg users 1.5863258709920485e-05
neg sublime 7.931629354960242e-06
neg reasonable 8.328210822708255e-05
neg fused 1.1897444032440363e-05
neg private 4.3623961452281334e-05
neg assume 2.776070274236085e-05
neg dock 1.1897444032440363e-05
neg largish 7.931629354960242e-06
neg veryigo 7.931629354960242e-06
neg brass 7.931629354960242e-06
neg drab 2.3794888064880727e-05
neg hairdryer 0.00011500862564692352
neg altered 1.1897444032440363e-05
neg no 0.006880688465428011
neg preserves 7.931629354960242e-06
neg close 0.0005631456842021773
neg drinks 0.00039261565307053203
neg ie 5.948722016220182e-05
neg inaccessible 7.931629354960242e-06
neg coat 3.5692332097321095e-05
neg heater 0.00017053003113164523
neg now 0.00021811980726140666
neg hovered 7.931629354960242e-06
neg inedible 1.1897444032440363e-05
neg handy 2.776070274236085e-05
neg delay 1.9829073387400607e-05
neg traces 7.931629354960242e-06
neg pineapple 7.931629354960242e-06
neg reprogram 7.931629354960242e-06
neg divan 7.931629354960242e-06
neg dec 1.1897444032440363e-05
neg nonetheless 7.931629354960242e-06
neg happiness 7.931629354960242e-06
neg beers 1.5863258709920485e-05
neg longish 7.931629354960242e-06
neg wndows 7.931629354960242e-06
neg aware 0.00012294025500188377
neg nearly 0.00010311118161448316
neg amiable 7.931629354960242e-06
neg poounds 7.931629354960242e-06
neg communication 6.345303483968194e-05
neg you 0.003981677936190042
neg everything 0.0007812654914635839
neg pleasent 7.931629354960242e-06
neg thoughout 7.931629354960242e-06
neg slep 7.931629354960242e-06
neg noisy 0.0013444111756657612
neg allergy 1.1897444032440363e-05
neg apply 7.931629354960242e-06
neg hang 0.00012690606967936388
neg knees 7.931629354960242e-06
neg easy 0.00015863258709920486
neg weights 1.9829073387400607e-05
neg rickety 7.931629354960242e-06
neg oppresive 7.931629354960242e-06
neg unexciting 1.1897444032440363e-05
neg carpark 1.5863258709920485e-05
neg disappearing 7.931629354960242e-06
neg slept 0.00011500862564692352
neg male 3.172651741984097e-05
neg roomier 7.931629354960242e-06
neg respiratory 7.931629354960242e-06
neg rashes 7.931629354960242e-06
neg ota 7.931629354960242e-06
neg al 7.931629354960242e-06
neg lied 1.1897444032440363e-05
neg definitely 0.00026967539806864823
neg still 0.0007931629354960243
neg garnish 7.931629354960242e-06
neg manouevre 7.931629354960242e-06
neg depressing 3.172651741984097e-05
neg rust 1.1897444032440363e-05
neg inconsiderate 1.1897444032440363e-05
neg intolerant 7.931629354960242e-06
neg les 7.931629354960242e-06
neg competitors 7.931629354960242e-06
neg hallways 5.55214054847217e-05
neg polite 7.535047887212231e-05
neg thudding 7.931629354960242e-06
neg dumbbells 7.931629354960242e-06
neg foul 1.1897444032440363e-05
neg upper 0.00010707699629196328
neg scaffolding 0.00014276932838928438
neg balustrades 7.931629354960242e-06
neg throuher 7.931629354960242e-06
neg hold 5.55214054847217e-05
neg tif 7.931629354960242e-06
neg burned 7.931629354960242e-06
neg department 1.1897444032440363e-05
neg draws 1.9829073387400607e-05
neg immedietely 7.931629354960242e-06
neg contacted 5.948722016220182e-05
neg accessability 7.931629354960242e-06
neg undone 7.931629354960242e-06
neg travelled 3.172651741984097e-05
neg putting 9.517955225952291e-05
neg bailys 7.931629354960242e-06
neg prefer 7.138466419464219e-05
neg presence 1.5863258709920485e-05
neg confortable 7.931629354960242e-06
neg courtains 7.931629354960242e-06
neg disposed 7.931629354960242e-06
neg ikea 7.931629354960242e-06
neg depends 7.931629354960242e-06
neg sanding 7.931629354960242e-06
neg happier 1.1897444032440363e-05
neg evidently 7.931629354960242e-06
neg conditions 1.1897444032440363e-05
neg towers 1.1897444032440363e-05
neg dingier 7.931629354960242e-06
neg smalest 1.1897444032440363e-05
neg relaxing 3.9658146774801215e-05
neg transpired 1.1897444032440363e-05
neg junction 1.1897444032440363e-05
neg plum 7.931629354960242e-06
neg drawn 1.1897444032440363e-05
neg its 0.0005393507961372965
neg things 0.00039658146774801216
neg unchilled 7.931629354960242e-06
neg birds 7.931629354960242e-06
neg navigation 7.931629354960242e-06
neg downright 7.931629354960242e-06
neg cafe 6.741884951716206e-05
neg ample 7.931629354960242e-06
neg vaguely 7.931629354960242e-06
neg favour 7.931629354960242e-06
neg mare 1.1897444032440363e-05
neg lieu 7.931629354960242e-06
neg globs 7.931629354960242e-06
neg grasp 1.1897444032440363e-05
neg midwinter 7.931629354960242e-06
neg misinformation 1.1897444032440363e-05
neg resting 7.931629354960242e-06
neg pouns 7.931629354960242e-06
neg accessing 7.931629354960242e-06
neg continued 2.3794888064880727e-05
neg costing 2.3794888064880727e-05
neg sofas 1.5863258709920485e-05
neg halway 7.931629354960242e-06
neg ploy 7.931629354960242e-06
neg organisation 1.9829073387400607e-05
neg audio 7.931629354960242e-06
neg tossed 7.931629354960242e-06
neg toiletdoor 7.931629354960242e-06
neg zero 3.9658146774801215e-05
neg combines 7.931629354960242e-06
neg tractor 7.931629354960242e-06
neg firmer 1.1897444032440363e-05
neg odour 1.1897444032440363e-05
neg bose 1.9829073387400607e-05
neg months 8.328210822708255e-05
neg le 7.931629354960242e-06
neg tryed 7.931629354960242e-06
neg evened 7.931629354960242e-06
neg omelette 2.776070274236085e-05
neg switching 1.5863258709920485e-05
neg provision 1.1897444032440363e-05
neg grievance 7.931629354960242e-06
neg quibble 7.931629354960242e-06
neg herbal 7.931629354960242e-06
neg romm 1.5863258709920485e-05
neg peanuts 7.931629354960242e-06
neg doing 0.00010707699629196328
neg insulation 3.5692332097321095e-05
neg canals 7.931629354960242e-06
neg showing 3.9658146774801215e-05
neg mbit 1.1897444032440363e-05
neg liquid 1.5863258709920485e-05
neg dane 7.931629354960242e-06
neg agency 7.931629354960242e-06
neg windowns 7.931629354960242e-06
neg consider 5.948722016220182e-05
neg det 1.1897444032440363e-05
neg serious 4.3623961452281334e-05
neg petite 7.931629354960242e-06
neg first 0.0010905990363070334
neg farther 1.9829073387400607e-05
neg strewn 1.1897444032440363e-05
neg somebody 1.9829073387400607e-05
neg coke 1.1897444032440363e-05
neg kennel 7.931629354960242e-06
neg stayed 0.0008447185263032659
neg chanel 7.931629354960242e-06
neg sote 7.931629354960242e-06
neg stagnant 7.931629354960242e-06
neg brain 7.931629354960242e-06
neg drinkin 7.931629354960242e-06
neg remade 7.931629354960242e-06
neg ft 5.948722016220182e-05
neg eventually 0.00010311118161448316
neg frayed 1.1897444032440363e-05
neg runner 7.931629354960242e-06
neg snakey 7.931629354960242e-06
neg maximise 7.931629354960242e-06
neg gust 1.1897444032440363e-05
neg regards 7.931629354960242e-06
neg exterior 5.155559080724158e-05
neg edge 5.155559080724158e-05
neg inflated 1.5863258709920485e-05
neg manageress 7.931629354960242e-06
neg airconditioning 3.5692332097321095e-05
neg pleasantness 7.931629354960242e-06
neg understood 2.3794888064880727e-05
neg chaos 3.172651741984097e-05
neg showered 3.172651741984097e-05
neg sticking 1.5863258709920485e-05
neg brochures 7.931629354960242e-06
neg passed 3.9658146774801215e-05
neg trains 2.776070274236085e-05
neg creatures 7.931629354960242e-06
neg depended 7.931629354960242e-06
neg onenf 7.931629354960242e-06
neg substandard 1.5863258709920485e-05
neg drunk 1.9829073387400607e-05
neg complained 0.00019432491919652595
neg signs 6.741884951716206e-05
neg tip 5.155559080724158e-05
neg movies 3.5692332097321095e-05
neg dumb 7.931629354960242e-06
neg romantic 1.1897444032440363e-05
neg moments 1.1897444032440363e-05
neg revealed 7.931629354960242e-06
neg drapes 1.5863258709920485e-05
neg excuse 3.172651741984097e-05
neg indifferent 3.5692332097321095e-05
neg pen 7.931629354960242e-06
neg mangers 7.931629354960242e-06
neg yesterday 1.1897444032440363e-05
neg silicone 7.931629354960242e-06
neg therooms 7.931629354960242e-06
neg letter 2.776070274236085e-05
neg freezing 0.00015466677242172473
neg chairs 8.724792290456267e-05
neg cos 1.1897444032440363e-05
neg wetting 7.931629354960242e-06
neg sided 7.931629354960242e-06
neg servicing 1.9829073387400607e-05
neg them 0.0010271460014673515
neg enhanced 7.931629354960242e-06
neg phones 3.5692332097321095e-05
neg arduous 7.931629354960242e-06
neg impressions 7.931629354960242e-06
neg inadvertently 7.931629354960242e-06
neg uncleaned 1.1897444032440363e-05
neg refrigerators 7.931629354960242e-06
neg tighter 7.931629354960242e-06
neg inappropriate 7.931629354960242e-06
neg points 4.7589776129761454e-05
neg advertise 2.3794888064880727e-05
neg noisily 1.1897444032440363e-05
neg muslim 1.5863258709920485e-05
neg doorway 1.1897444032440363e-05
neg cabinets 1.5863258709920485e-05
neg thank 4.7589776129761454e-05
neg greasy 3.172651741984097e-05
neg settling 7.931629354960242e-06
neg rain 4.7589776129761454e-05
neg seeping 1.1897444032440363e-05
neg information 0.00019829073387400608
neg thermostat 6.345303483968194e-05
neg leaking 7.931629354960243e-05
neg blamed 7.931629354960242e-06
neg parliament 1.1897444032440363e-05
neg wnded 7.931629354960242e-06
neg preferring 7.931629354960242e-06
neg facilities 0.0006345303483968194
neg roadworks 2.776070274236085e-05
neg basically 6.345303483968194e-05
neg introduction 7.931629354960242e-06
neg mechanically 7.931629354960242e-06
neg properties 1.1897444032440363e-05
neg evident 7.931629354960242e-06
neg collection 2.776070274236085e-05
neg ensconced 7.931629354960242e-06
neg mat 4.7589776129761454e-05
neg june 1.1897444032440363e-05
neg shinning 7.931629354960242e-06
neg substitution 7.931629354960242e-06
neg original 0.00012690606967936388
neg tattered 1.1897444032440363e-05
neg diffetent 7.931629354960242e-06
neg finish 5.55214054847217e-05
neg quests 1.1897444032440363e-05
neg repack 7.931629354960242e-06
neg which 0.0031885150006940176
neg creative 7.931629354960242e-06
neg escape 2.3794888064880727e-05
neg keycard 1.1897444032440363e-05
neg picturing 7.931629354960242e-06
neg days 0.0005671114988796573
neg overdrawn 7.931629354960242e-06
neg tab 1.9829073387400607e-05
neg irons 7.931629354960242e-06
neg pound 7.931629354960243e-05
neg together 0.00021811980726140666
neg steadfast 7.931629354960242e-06
neg rubbery 1.1897444032440363e-05
neg purposely 1.5863258709920485e-05
neg closes 3.172651741984097e-05
neg disturbed 5.155559080724158e-05
neg rumbling 7.931629354960242e-06
neg echo 7.931629354960242e-06
neg mo 7.931629354960242e-06
neg yours 1.1897444032440363e-05
neg allows 7.931629354960242e-06
neg blood 5.155559080724158e-05
neg redirected 7.931629354960242e-06
neg regretted 7.931629354960242e-06
neg vibrating 7.931629354960242e-06
neg tricky 3.9658146774801215e-05
neg robe 1.5863258709920485e-05
neg problrms 7.931629354960242e-06
neg remarkably 1.1897444032440363e-05
neg compensate 3.9658146774801215e-05
neg smashed 1.1897444032440363e-05
neg humidity 1.1897444032440363e-05
neg gain 1.5863258709920485e-05
neg surfaces 7.931629354960242e-06
neg sets 1.1897444032440363e-05
neg wear 3.5692332097321095e-05
neg attic 5.948722016220182e-05
neg unflexible 7.931629354960242e-06
neg offered 0.00043623961452281333
neg hair 0.00033709424758581033
neg separated 5.155559080724158e-05
neg goodlime 7.931629354960242e-06
neg downtown 7.931629354960242e-06
neg found 0.0005790089429120977
neg netflix 7.931629354960242e-06
neg recently 2.3794888064880727e-05
neg grape 7.931629354960242e-06
neg endast 7.931629354960242e-06
neg disgusting 8.724792290456267e-05
neg sandwhich 7.931629354960242e-06
neg renewal 1.1897444032440363e-05
neg dimmed 7.931629354960242e-06
neg gun 1.1897444032440363e-05
neg facilitated 7.931629354960242e-06
neg talk 2.3794888064880727e-05
neg pm 0.00045606868791021394
neg interesting 5.55214054847217e-05
neg gray 7.931629354960242e-06
neg led 2.3794888064880727e-05
neg three 0.00021415399258392656
neg thirsty 7.931629354960242e-06
neg cables 7.931629354960242e-06
neg slider 7.931629354960242e-06
neg pop 1.5863258709920485e-05
neg boil 1.9829073387400607e-05
neg la 3.172651741984097e-05
neg initial 6.345303483968194e-05
neg dreadful 3.9658146774801215e-05
neg type 9.517955225952291e-05
neg ordered 0.0002220856219388868
neg reasons 3.9658146774801215e-05
neg dining 0.00025381213935872775
neg suger 7.931629354960242e-06
neg carefully 2.776070274236085e-05
neg accessories 7.931629354960242e-06
neg shut 0.00013880351371180425
neg cleanest 1.5863258709920485e-05
neg river 1.9829073387400607e-05
neg ambulances 1.1897444032440363e-05
neg of 0.0131070175090718
neg laying 2.776070274236085e-05
neg seats 3.5692332097321095e-05
neg provided 0.0002776070274236085
neg using 0.0002498463246812476
neg midlands 7.931629354960242e-06
neg brewing 7.931629354960242e-06
neg tolike 7.931629354960242e-06
neg tissue 2.3794888064880727e-05
neg throwing 7.931629354960242e-06
neg acount 7.931629354960242e-06
neg squeezy 7.931629354960242e-06
neg directly 9.121373758204279e-05
neg immediately 0.0001110428109694434
neg critical 1.1897444032440363e-05
neg shift 2.776070274236085e-05
neg managers 3.5692332097321095e-05
neg gosh 7.931629354960242e-06
neg husband 0.0001467351430667645
neg roads 1.5863258709920485e-05
neg cannot 0.0002220856219388868
neg ventilator 1.1897444032440363e-05
neg addressed 7.931629354960242e-06
neg nighttime 7.931629354960242e-06
neg backache 1.1897444032440363e-05
neg instruction 7.931629354960242e-06
neg unexpected 2.3794888064880727e-05
neg resolution 1.5863258709920485e-05
neg presented 1.1897444032440363e-05
neg foldable 7.931629354960242e-06
neg shipping 7.931629354960242e-06
neg gardens 1.5863258709920485e-05
neg souproof 7.931629354960242e-06
neg spring 2.776070274236085e-05
neg modernized 1.1897444032440363e-05
neg fight 1.5863258709920485e-05
neg release 7.931629354960242e-06
neg labor 7.931629354960242e-06
neg convenience 1.5863258709920485e-05
neg stack 1.5863258709920485e-05
neg charged 0.0004481370585552537
neg warned 3.5692332097321095e-05
neg tempreature 7.931629354960242e-06
neg diagraceful 7.931629354960242e-06
neg accompanied 1.1897444032440363e-05
neg mineral 7.931629354960242e-06
neg appreciate 8.724792290456267e-05
neg tedious 7.931629354960242e-06
neg robes 5.155559080724158e-05
neg normally 3.172651741984097e-05
neg sauvignon 7.931629354960242e-06
neg cistern 7.931629354960242e-06
neg repair 7.535047887212231e-05
neg arguing 2.3794888064880727e-05
neg reads 7.931629354960242e-06
neg adaptation 7.931629354960242e-06
neg sqm 7.931629354960242e-06
neg overwelming 7.931629354960242e-06
neg insects 1.9829073387400607e-05
neg overlooking 8.724792290456267e-05
neg soapy 7.931629354960242e-06
neg kleenex 7.931629354960242e-06
neg y 7.931629354960242e-06
neg race 1.1897444032440363e-05
neg upsets 7.931629354960242e-06
neg prevent 3.5692332097321095e-05
neg sparkling 3.5692332097321095e-05
neg shuffle 7.931629354960242e-06
neg goods 1.1897444032440363e-05
neg victoria 1.1897444032440363e-05
neg auful 7.931629354960242e-06
